unique-sample-id,Image_ID,block_label,cabinet,drawer,row,slide_label,slide_case,slide_slot,tissue(s),species_scientific,species_common,date,name,project,Link to project,notes,extra_notes
2006_380_hemolymph,,2006_01,,,,380,7,76,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9380
2006_395_hemolymph,,2006_01,,,,395,7,77,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9395
2006_396_hemolymph,,2006_01,,,,396,7,78,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9396
2006_402_hemolymph,,2006_01,,,,402,7,79,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9402
2006_411_hemolymph,,2006_01,,,,411,7,80,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9411
2006_422_hemolymph,,2006_01,,,,422,7,81,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9422
2006_427_hemolymph,,2006_01,,,,427,7,82,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9427
2006_429_hemolymph,,2006_01,,,,429,7,83,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9429
2006_430_hemolymph,,2006_01,,,,430,7,84,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9430
2006_431_hemolymph,,2006_01,,,,431,7,85,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9431
2006_432_hemolymph,,2006_01,,,,432,7,86,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9432
2006_433_hemolymph,,2006_01,,,,433,7,87,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9433
2006_434_hemolymph,,2006_01,,,,434,7,88,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9434
2006_435_hemolymph,,2006_01,,,,435,7,89,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9435
2006_436_hemolymph,,2006_01,,,,436,7,90,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9436
2006_437_hemolymph,,2006_01,,,,437,7,91,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9437
2006_438_hemolymph,,2006_01,,,,438,7,92,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9438
2006_439_hemolymph,,2006_01,,,,439,7,93,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9439
2006_440_hemolymph,,2006_01,,,,440,7,94,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9440
2006_441_hemolymph,,2006_01,,,,441,7,95,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9441
2006_443_hemolymph,,2006_01,,,,443,7,96,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9443
2006_449_hemolymph,,2006_01,,,,449,7,97,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9449
2006_450_hemolymph,,2006_01,,,,450,7,98,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9450
2006_452_hemolymph,,2006_01,,,,452,7,99,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9452
2006_454_hemolymph,,2006_01,,,,454,7,100,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9454
2006_455_hemolymph,,2006_02,,,,455,8,1,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9455
2006_456_hemolymph,,2006_02,,,,456,8,2,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9456
2006_458_hemolymph,,2006_02,,,,458,8,3,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9458
2006_460_hemolymph,,2006_02,,,,460,8,4,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9460
2006_465_hemolymph,,2006_02,,,,465,8,5,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9465
2006_466_hemolymph,,2006_02,,,,466,8,6,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9466
2006_469_hemolymph,,2006_02,,,,469,8,7,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9469
2006_470_hemolymph,,2006_02,,,,470,8,8,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9470
2006_471_hemolymph,,2006_02,,,,471,8,9,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9471
2006_472_hemolymph,,2006_02,,,,472,8,10,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9472
2006_473_hemolymph,,2006_02,,,,473,8,11,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9473
2006_475_hemolymph,,2006_02,,,,475,8,12,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9475
2006_476_hemolymph,,2006_02,,,,476,8,13,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9476
2006_477_hemolymph,,2006_02,,,,477,8,14,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9477
2006_478_hemolymph,,2006_02,,,,478,8,15,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9478
2006_482_hemolymph,,2006_02,,,,482,8,16,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9482
2006_487_hemolymph,,2006_02,,,,487,8,17,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9487
2006_495_hemolymph,,2006_02,,,,495,8,18,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9495
2006_496_hemolymph,,2006_02,,,,496,8,19,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9496
2006_497_hemolymph,,2006_02,,,,497,8,20,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9497
2006_498_hemolymph,,2006_02,,,,498,8,21,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9498
2006_500_hemolymph,,2006_02,,,,500,8,22,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9500
2006_501_hemolymph,,2006_02,,,,501,8,23,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9501
2006_505_hemolymph,,2006_02,,,,505,8,24,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9505
2006_506_hemolymph,,2006_02,,,,506,8,25,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9506
2006_512_hemolymph,,2006_02,,,,512,8,26,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9512
2006_515_hemolymph,,2006_02,,,,515,8,27,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9515
2006_516_hemolymph,,2006_02,,,,516,8,28,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9516
2006_517_hemolymph,,2006_02,,,,517,8,29,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9517
2006_518_hemolymph,,2006_02,,,,518,8,30,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9218
2006_520_hemolymph,,2006_02,,,,520,8,31,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9520
2006_526_hemolymph,,2006_02,,,,526,8,32,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9526
2006_530_hemolymph,,2006_02,,,,530,8,33,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9530
2006_537_hemolymph,,2006_02,,,,537,8,34,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9537
2006_540_hemolymph,,2006_02,,,,540,8,35,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9540
2006_549_hemolymph,,2006_02,,,,549,8,36,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9549
2006_550_hemolymph,,2006_02,,,,550,8,37,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9550
2006_551_hemolymph,,2006_02,,,,551,8,38,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9551
2006_580_hemolymph,,2006_02,,,,580,8,39,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9580
2006_597_hemolymph,,2006_02,,,,597,8,40,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9597
2006_598_hemolymph,,2006_02,,,,598,8,41,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9598
2006_600_hemolymph,,2006_02,,,,600,8,42,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9600
2006_619_hemolymph,,2006_02,,,,619,8,43,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9619
2006_633_hemolymph,,2006_02,,,,633,8,44,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9633
2006_636_hemolymph,,2006_02,,,,636,8,45,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9636
2006_637_hemolymph,,2006_02,,,,637,8,46,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9637
2006_638_hemolymph,,2006_02,,,,638,8,47,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9638
2006_639_hemolymph,,2006_02,,,,639,8,48,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9639
2006_640_hemolymph,,2006_02,,,,640,8,49,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9640
2006_647_hemolymph,,2006_02,,,,647,8,50,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9647
2006_649_hemolymph,,2006_02,,,,649,8,51,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9649
2006_650_hemolymph,,2006_02,,,,650,8,52,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9650
2006_655_hemolymph,,2006_02,,,,655,8,53,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9655
2006_660_hemolymph,,2006_02,,,,660,8,54,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9660
2006_687_hemolymph,,2006_02,,,,687,8,55,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9687
2006_703_hemolymph,,2006_02,,,,703,8,56,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9703
2006_708_hemolymph,,2006_02,,,,708,8,57,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9708
2006_711_hemolymph,,2006_02,,,,711,8,58,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9711
2006_713_hemolymph,,2006_02,,,,713,8,59,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9713
2006_722_hemolymph,,2006_02,,,,722,8,60,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9722
2006_726_hemolymph,,2006_02,,,,726,8,61,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9726
2006_729_hemolymph,,2006_02,,,,729,8,62,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9729
2006_730_hemolymph,,2006_02,,,,730,8,63,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9730
2006_732_hemolymph,,2006_02,,,,732,8,64,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9732
2006_736_hemolymph,,2006_02,,,,736,8,65,hemolymph,C_opilio,snow crab,,Pam Jensen,DFO samples from Newfoundland,,All samples are from BCS-positive crabs,2006-9736
2017_3001-3035_hemolymph,,2017_01,,,,3001-3035,9,1,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3004-3219_hemolymph,,2017_01,,,,3004-3219,9,1,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3007-3119_hemolymph,,2017_01,,,,3007-3119,9,2,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3008-3472_hemolymph,,2017_01,,,,3008-3472,9,2,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3015-3344_hemolymph,,2017_01,,,,3015-3344,9,3,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3016-3424_hemolymph,,2017_01,,,,3016-3424,9,3,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3019-3504_hemolymph,,2017_01,,,,3019-3504,9,4,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3020-3509_hemolymph,,2017_01,,,,3020-3509,9,4,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3024-3597_hemolymph,,2017_01,,,,3024-3597,9,5,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3022-3164_hemolymph,,2017_01,,,,3022-3164,9,5,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3034-3217_hemolymph,,2017_01,,,,3034-3217,9,6,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3032-3442_hemolymph,,2017_01,,,,3032-3442,9,6,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3051-3535_hemolymph,,2017_01,,,,3051-3535,9,7,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3043-3135_hemolymph,,2017_01,,,,3043-3135,9,7,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3053-3116_hemolymph,,2017_01,,,,3053-3116,9,8,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3052-3115_hemolymph,,2017_01,,,,3052-3115,9,8,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3062-3121_hemolymph,,2017_01,,,,3062-3121,9,9,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3057-3445_hemolymph,,2017_01,,,,3057-3445,9,9,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3072-3560_hemolymph,,2017_01,,,,3072-3560,9,10,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3068-3519_hemolymph,,2017_01,,,,3068-3519,9,10,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3077-3447_hemolymph,,2017_01,,,,3077-3447,9,11,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3074-3282_hemolymph,,2017_01,,,,3074-3282,9,11,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3082-3546_hemolymph,,2017_01,,,,3082-3546,9,12,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3080-3511_hemolymph,,2017_01,,,,3080-3511,9,12,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3084-3377_hemolymph,,2017_01,,,,3084-3377,9,13,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3083-3429_hemolymph,,2017_01,,,,3083-3429,9,13,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3086-3155_hemolymph,,2017_01,,,,3086-3155,9,14,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3085-3233_hemolymph,,2017_01,,,,3085-3233,9,14,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3090-3496_hemolymph,,2017_01,,,,3090-3496,9,15,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3087-3462_hemolymph,,2017_01,,,,3087-3462,9,15,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3100-3528_hemolymph,,2017_01,,,,3100-3528,9,16,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3099-3579_hemolymph,,2017_01,,,,3099-3579,9,16,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3103-3158_hemolymph,,2017_01,,,,3103-3158,9,17,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3101-3463_hemolymph,,2017_01,,,,3101-3463,9,17,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3110-3255_hemolymph,,2017_01,,,,3110-3255,9,18,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3108-3501_hemolymph,,2017_01,,,,3108-3501,9,18,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3114-3133_hemolymph,,2017_01,,,,3114-3133,9,19,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3113-3179_hemolymph,,2017_01,,,,3113-3179,9,19,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3120-3518_hemolymph,,2017_01,,,,3120-3518,9,20,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3118-3474_hemolymph,,2017_01,,,,3118-3474,9,20,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3129-3137_hemolymph,,2017_01,,,,3129-3137,9,21,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3122-3163_hemolymph,,2017_01,,,,3122-3163,9,21,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3144-3319_hemolymph,,2017_01,,,,3144-3319,9,22,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3208-3134_hemolymph,,2017_01,,,,3208-3134,9,22,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3148-3256_hemolymph,,2017_01,,,,3148-3256,9,23,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3147-3563_hemolymph,,2017_01,,,,3147-3563,9,23,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3160-3273_hemolymph,,2017_01,,,,3160-3273,9,24,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3149-3436_hemolymph,,2017_01,,,,3149-3436,9,24,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3166-3433_hemolymph,,2017_01,,,,3166-3433,9,25,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3165-3254_hemolymph,,2017_01,,,,3165-3254,9,25,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3172-3374_hemolymph,,2017_01,,,,3172-3374,9,26,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3171-3557_hemolymph,,2017_01,,,,3171-3557,9,26,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3177-3283_hemolymph,,2017_01,,,,3177-3283,9,27,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3173-3495_hemolymph,,2017_01,,,,3173-3495,9,27,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3182-3184_hemolymph,,2017_01,,,,3182-3184,9,28,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3181-3252_hemolymph,,2017_01,,,,3181-3252,9,28,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3188-3223_hemolymph,,2017_01,,,,3188-3223,9,29,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3183-3187_hemolymph,,2017_01,,,,3183-3187,9,29,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3203-3230_hemolymph,,2017_01,,,,3203-3230,9,30,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3202-3549_hemolymph,,2017_01,,,,3202-3549,9,30,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3213-3218_hemolymph,,2017_01,,,,3213-3218,9,31,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3205-3243_hemolymph,,2017_01,,,,3205-3243,9,31,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3225-3507_hemolymph,,2017_01,,,,3225-3507,9,32,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3216-3451_hemolymph,,2017_01,,,,3216-3451,9,32,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3232-3323_hemolymph,,2017_01,,,,3232-3323,9,33,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3226-3489_hemolymph,,2017_01,,,,3226-3489,9,33,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3241-3309_hemolymph,,2017_01,,,,3241-3309,9,34,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3237-3399_hemolymph,,2017_01,,,,3237-3399,9,34,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3253-3578_hemolymph,,2017_01,,,,3253-3578,9,35,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3251-3422_hemolymph,,2017_01,,,,3251-3422,9,35,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3269-3360_hemolymph,,2017_01,,,,3269-3360,9,36,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3257-3261_hemolymph,,2017_01,,,,3257-3261,9,36,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3270-3275_hemolymph,,2017_01,,,,3270-3275,9,37,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
2017_3265-3574_hemolymph,,2017_01,,,,3265-3574,9,37,hemolymph,C_bairdi,Tanner crab,,Pam Jensen,2017 NPRB Transcriptome smears,,,
