unique-sample-id,Image_ID,block_label,cabinet,drawer,row,slide_label,slide_case,slide_slot,tissue(s),species_scientific,species_common,date,name,project,Link to project,notes,extra_notes
2018_uw-fsh.56_visceralmass,,NA,NA,NA,NA,uw-fsh.56,2,85,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.57_visceralmass,,NA,NA,NA,NA,uw-fsh.57,2,86,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.58_visceralmass,,NA,NA,NA,NA,uw-fsh.58,2,87,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.59_visceralmass,,NA,NA,NA,NA,uw-fsh.59,2,88,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.60_visceralmass,,NA,NA,NA,NA,uw-fsh.60,2,89,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.61_visceralmass,,NA,NA,NA,NA,uw-fsh.61,2,90,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.62_visceralmass,,NA,NA,NA,NA,uw-fsh.62,2,91,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.63_visceralmass,,NA,NA,NA,NA,uw-fsh.63,2,92,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.64_visceralmass,,NA,NA,NA,NA,uw-fsh.64,2,93,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.65_visceralmass,,NA,NA,NA,NA,uw-fsh.65,2,94,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.66_visceralmass,,NA,NA,NA,NA,uw-fsh.66,2,95,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.67_visceralmass,,NA,NA,NA,NA,uw-fsh.67,2,96,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.68_visceralmass,,NA,NA,NA,NA,uw-fsh.68,2,97,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.69_visceralmass,,NA,NA,NA,NA,uw-fsh.69,2,98,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.70_visceralmass,,NA,NA,NA,NA,uw-fsh.70,2,99,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.71_visceralmass,,NA,NA,NA,NA,uw-fsh.71,2,100,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.72_visceralmass,,NA,NA,NA,NA,uw-fsh.72,3,1,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.73_visceralmass,,NA,NA,NA,NA,uw-fsh.73,3,2,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.74_visceralmass,,NA,NA,NA,NA,uw-fsh.74,3,3,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.75_visceralmass,,NA,NA,NA,NA,uw-fsh.75,3,4,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.76_visceralmass,,NA,NA,NA,NA,uw-fsh.76,3,5,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.77_visceralmass,,NA,NA,NA,NA,uw-fsh.77,3,6,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.78_visceralmass,,NA,NA,NA,NA,uw-fsh.78,3,7,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.79_visceralmass,,NA,NA,NA,NA,uw-fsh.79,3,8,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.80_visceralmass,,NA,NA,NA,NA,uw-fsh.80,3,9,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
2018_uw-fsh.81_visceralmass,,NA,NA,NA,NA,uw-fsh.81,3,10,half of visceral mass,O_lurida,Olympia oyster,2018,Laura Spencer,Latent effects of winter warming on Olympia oyster reproduction and larval viability - https://doi.org/10.1016/j.jembe.2021.151604,"Working directory - https://github.com/laurahspencer/O.lurida_Temperature 
Paper repo results - https://github.com/laurahspencer/Paper-olurida-latent-effects/blob/master/data/histology.csv ",,
20120211_h2.121_NA,,,,,,h2.121,3,11,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.122_NA,,,,,,h2.122,3,12,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.123_NA,,,,,,h2.123,3,13,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.124_NA,,,,,,h2.124,3,14,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.125_NA,,,,,,h2.125,3,15,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.126_NA,,,,,,h2.126,3,16,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.127_NA,,,,,,h2.127,3,17,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.129_NA,,,,,,h2.129,3,18,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.130_NA,,,,,,h2.130,3,19,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.131_NA,,,,,,h2.131,3,20,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.132_NA,,,,,,h2.132,3,21,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.133_NA,,,,,,h2.133,3,22,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.134_NA,,,,,,h2.134,3,23,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.135_NA,,,,,,h2.135,3,24,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.136_NA,,,,,,h2.136,3,25,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.137_NA,,,,,,h2.137,3,26,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.4_NA,,,,,,h2.4,3,27,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.5_NA,,,,,,h2.5,3,28,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.7_NA,,,,,,h2.7,3,29,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.17_NA,,,,,,h2.17,3,30,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.18_NA,,,,,,h2.18,3,31,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.20_NA,,,,,,h2.20,3,32,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.11_NA,,,,,,h2.11,3,33,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.12_NA,,,,,,h2.12,3,34,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.73_NA,,,,,,h2.73,3,35,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.75_NA,,,,,,h2.75,3,36,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.76_NA,,,,,,h2.76,3,37,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.81_ NA,,,,,,h2.81,3,38,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.83_NA,,,,,,h2.83,3,39,,P_generosa,geoduck,2.11.12,,,,,
20120211_h2.12_NA,,,,,,h2.12,3,40,,,oyster,2.11.12,emma,,,,
20120211_h2.14_NA,,,,,,h2.14,3,41,,,oyster,2.11.12,emma,,,,
20120211_h2.16_NA,,,,,,h2.16,3,42,,,oyster,2.11.12,emma,,,,
20120211_h2.19_NA,,,,,,h2.19,3,43,,,oyster,2.11.12,emma,,,,
20120211_h2.21_NA,,,,,,h2.21,3,44,,,oyster,2.11.12,emma,,,,
20120211_h2.74_NA,,,,,,h2.74,3,45,,,oyster,2.11.12,emma,,,,
20120211_h2.80_NA,,,,,,h2.80,3,46,,,oyster,2.11.12,emma,,,,
20120211_h2.82_NA,,,,,,h2.82,3,47,,,oyster,2.11.12,emma,,,,
20120211_h2.84_NA,,,,,,h2.84,3,48,,,oyster,2.11.12,emma,,,,
20120211_h2.86_NA,,,,,,h2.86,3,49,,,oyster,2.11.12,emma,,,,
20120211_h2.87_NA,,,,,,h2.87,3,50,,,oyster,2.11.12,emma,,,,
20120211_h2.88_NA,,,,,,h2.88,3,51,,,oyster,2.11.12,emma,,,,
20120211_h2.90_NA,,,,,,h2.90,3,52,,,oyster,2.11.12,emma,,,,
20120211_h2.95_NA,,,,,,h2.95,3,53,,,oyster,2.11.12,emma,,,,
20120211_h2.93_NA,,,,,,h2.93,3,54,,,oyster,2.11.12,emma,,,,
20120211_h2.1_NA,,,,,,h2.1,3,55,,,oyster,2.11.12,emma,,,,
20120211_h2.10_NA,,,,,,h2.10,3,56,,,oyster,2.11.12,emma,,,,
20120211_h2.15_NA,,,,,,h2.15,3,57,,,oyster,2.11.12,emma,,,,
20120211_h2.6_NA,,,,,,h2.6,3,58,,,oyster,2.11.12,emma,,,,
20120211_h2.3_NA,,,,,,h2.3,3,59,,,oyster,2.11.12,emma,,,,
20120211_h2.8_NA,,,,,,h2.8,3,60,,,oyster,2.11.12,emma,,,,
20120211_h2.85_NA,,,,,,h2.85,3,61,,,oyster,2.11.12,emma,,,,
20120211_h2.9_NA,,,,,,h2.9,3,62,,,oyster,2.11.12,emma,,,,
20120211_h2.96_NA,,,,,,h2.96,3,63,,,oyster,2.11.12,emma,,,,
20120211_ev2-28_NA,,,,,,ev2-28,3,64,,,oyster,2.11.12,emma,,,,
20120211_ev2-22_NA,,,,,,ev2-22,3,65,,,oyster,2.11.12,emma,,,,
20120211_ev2-40_NA,,,,,,ev2-40,3,66,,,oyster,2.11.12,emma,,,,
20120211_ev2-39_NA,,,,,,ev2-39,3,67,,,oyster,2.11.12,emma,,,,
20120211_ev2-38_NA,,,,,,ev2-38,3,68,,,oyster,2.11.12,emma,,,,
20120211_ev2-37_NA,,,,,,ev2-37,3,69,,,oyster,2.11.12,emma,,,,
20120211_ev2-36_NA,,,,,,ev2-36,3,70,,,oyster,2.11.12,emma,,,,
20120211_ev2-35_NA,,,,,,ev2-35,3,71,,,oyster,2.11.12,emma,,,,
20120211_ev2-34_NA,,,,,,ev2-34,3,72,,,oyster,2.11.12,emma,,,,
20120211_ev2-33_NA,,,,,,ev2-33,3,73,,,oyster,2.11.12,emma,,,,
20120211_ev2-32_NA,,,,,,ev2-32,3,74,,,oyster,2.11.12,emma,,,,
20120211_ev2-31_NA,,,,,,ev2-31,3,75,,,oyster,2.11.12,emma,,,,
20120211_ev2-30_NA,,,,,,ev2-30,3,76,,,oyster,2.11.12,emma,,,,
20120211_ev2-29_NA,,,,,,ev2-29,3,77,,,oyster,2.11.12,emma,,,,
20120211_ev2-27_NA,,,,,,ev2-27,3,78,,,oyster,2.11.12,emma,,,,
20120211_ev2-21_NA,,,,,,ev2-21,3,79,,,oyster,2.11.12,emma,,,,
20120211_ev2-26_NA,,,,,,ev2-26,3,80,,,oyster,2.11.12,emma,,,,
20120211_ev2-25_NA,,,,,,ev2-25,3,81,,,oyster,2.11.12,emma,,,,
20120211_ev2-24_NA,,,,,,ev2-24,3,82,,,oyster,2.11.12,emma,,,,
20120211_ev2-23_NA,,,,,,ev2-23,3,83,,,oyster,2.11.12,emma,,,,
20120211_ev2-20_NA,,,,,,ev2-20,3,84,,,oyster,2.11.12,emma,,,,
20120211_ev2-19_ NA,,,,,,ev2-19,3,85,,,oyster,2.11.12,emma,,,,
20120211_ev2-18_NA,,,,,,ev2-18,3,86,,,oyster,2.11.12,emma,,,,
20120211_ev2-17_NA,,,,,,ev2-17,3,87,,,oyster,2.11.12,emma,,,,
20120211_ev2-16_NA,,,,,,ev2-16,3,88,,,oyster,2.11.12,emma,,,,
20120211_ev2-15_NA,,,,,,ev2-15,3,89,,,oyster,2.11.12,emma,,,,
20120211_ev2-14_NA,,,,,,ev2-14,3,90,,,oyster,2.11.12,emma,,,,
20120211_ev2-13_NA,,,,,,ev2-13,3,91,,,oyster,2.11.12,emma,,,,
20120211_ev2-12_NA,,,,,,ev2-12,3,92,,,oyster,2.11.12,emma,,,,
20120211_ev2-11_NA,,,,,,ev2-11,3,93,,,oyster,2.11.12,emma,,,,
20120211_155h_NA,,,,,,155h,3,94,,,oyster,2.11.12,emma,,,,
20120211_157h_NA,,,,,,157h,3,95,,,oyster,2.11.12,emma,,,,
20120211_172h_NA,,,,,,172h,3,96,,,oyster,2.11.12,emma,,,,
20120211_166h_NA,,,,,,166h,3,97,,,oyster,2.11.12,emma,,,,
20120211_116h_NA,,,,,,116h,3,98,,,oyster,2.11.12,emma,,,,
20120211_159h_NA,,,,,,159h,3,99,,,oyster,2.11.12,emma,,,,
20120211_156h_NA,,,,,,156h,3,100,,,oyster,2.11.12,emma,,,,
20120211_152h_NA,,,,,,152h,4,1,,,oyster,2.11.12,emma,,,,
20120211_153h_NA,,,,,,153h,4,2,,,oyster,2.11.12,emma,,,,
20120211_119h_NA,,,,,,119h,4,3,,,oyster,2.11.12,emma,,,,
20120211_97h_NA,,,,,,97h,4,4,,,oyster,2.11.12,emma,,,,
20120211_91h_NA,,,,,,91h,4,5,,,oyster,2.11.12,emma,,,,
20120211_96h_NA,,,,,,96h,4,6,,,oyster,2.11.12,emma,,,,
20120211_98h_NA,,,,,,98h,4,7,,,oyster,2.11.12,emma,,,,
20120211_120h_NA,,,,,,120h,4,8,,,oyster,2.11.12,emma,,,,
20120211_115h_NA,,,,,,115h,4,9,,,oyster,2.11.12,emma,,,,
20120211_108h_NA,,,,,,108h,4,10,,,oyster,2.11.12,emma,,,,
20120211_110h_NA,,,,,,110h,4,11,,,oyster,2.11.12,emma,,,,
20120211_112h_NA,,,,,,112h,4,12,,,oyster,2.11.12,emma,,,,
20120211_r363_NA,,,,,,r363,4,13,,,oyster,2.11.12,emma,,,,
20120211_r373_NA,,,,,,r373,4,14,,,oyster,2.11.12,emma,,,,
20120211_r869_NA,,,,,,r869,4,15,,,oyster,2.11.12,emma,,,,
20120211_r874_ NA,,,,,,r874,4,16,,,oyster,2.11.12,emma,,,,
20120211_r819_NA,,,,,,r819,4,17,,,oyster,2.11.12,emma,,,,
20120211_r861_NA,,,,,,r861,4,18,,,oyster,2.11.12,emma,,,,
20120211_r818_NA,,,,,,r818,4,19,,,oyster,2.11.12,emma,,,,
20120211_r385_NA,,,,,,r385,4,20,,,oyster,2.11.12,emma,,,,
20120211_r554_NA,,,,,,r554,4,21,,,oyster,2.11.12,emma,,,,
20130131_r371_NA,,,,,,r371,4,22,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-1h_NA,,,,,,ev2-1h,4,23,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-2h_NA,,,,,,ev2-2h,4,24,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-3h_NA,,,,,,ev2-3h,4,25,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-4h_NA,,,,,,ev2-4h,4,26,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-5h_NA,,,,,,ev2-5h,4,27,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-6h_NA,,,,,,ev2-6h,4,28,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-7h_NA,,,,,,ev2-7h,4,29,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-8h_NA,,,,,,ev2-8h,4,30,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-9h_NA,,,,,,ev2-9h,4,31,,,oyster,1.31.13,mackenzie,,,,
20130131_ev2-10h_NA,,,,,,ev2-10h,4,32,,,oyster,1.31.13,mackenzie,,,,
20130201_ev2.11_NA,,ev2.11,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.12_NA,,ev2.12,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.13_NA,,ev2.13,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.14_NA,,ev2.14,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.15_NA,,ev2.15,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.16_NA,,ev2.16,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.17_NA,,ev2.17,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.18_NA,,ev2.18,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.19_NA,,ev2.19,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.20_NA,,ev2.20,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.21_NA,,ev2.21,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.22_NA,,ev2.22,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.23_NA,,ev2.23,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.24_NA,,ev2.24,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.25_NA,,ev2.25,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.26_NA,,ev2.26,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.27_NA,,ev2.27,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.28_NA,,ev2.28,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.29_NA,,ev2.29,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.30_NA,,ev2.30,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.31_NA,,ev2.31,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.32_NA,,ev2.32,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.33_NA,,ev2.33,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.34_NA,,ev2.34,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.35_NA,,ev2.35,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.36_NA,,ev2.36,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.37_NA,,ev2.37,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.38_NA,,ev2.38,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.39_NA,,ev2.39,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.40_NA,,ev2.40,1,2,1,,,,,,n/a,2.1.13,,,,,
20130201_ev2.2_NA,,ev2.2,1,2,1,,,,,,n/a,2.1.13,,,,,
20170408_gigas-1_NA,,gigas-1,,,,gigas-1,4,33,,C_gigas,Pacific_oyster,4.8.17,,,,,
20170408_gigas-2_NA,,gigas-2,1,2,2,gigas-2,4,34,,C_gigas,Pacific_oyster,4.8.17,,,,,
20170408_gigas-3_NA,,gigas-3,1,2,2,gigas-3,4,35,,C_gigas,Pacific_oyster,4.8.17,,,,,
20170408_gigas-4_NA,,gigas-4,1,2,2,gigas-4,4,36,,C_gigas,Pacific_oyster,4.8.17,,,,,
20170408_gigas-5_NA,,gigas-5,1,2,2,gigas-5,4,37,,C_gigas,Pacific_oyster,4.8.17,,,,,
20170408_oly-1_visceralmass,,oly-1,1,2,1,oly-1,4,38,whole visceral mass,O_lurida,Olympia oyster,4.8.17,Laura Spencer,Ostrea lurida ocean acidification effect on multiple Puget Sound populations,https://github.com/laurahspencer/O.lurida_Stress/tree/master/Data,"Multiple tissues are in the same block/slide.  For sample ""key"" see https://github.com/laurahspencer/O.lurida_Stress/blob/master/Data/2017-April-HistoKey.pdf; For gonad results see https://github.com/RobertsLab/Paper-oly-adult-oa/blob/master/Data/histology_data.csv",
20170408_oly-2_visceralmass,,oly-2,1,2,1,oly-2,4,39,whole visceral mass,O_lurida,Olympia oyster,4.8.17,Laura Spencer,Ostrea lurida ocean acidification effect on multiple Puget Sound populations,https://github.com/laurahspencer/O.lurida_Stress/tree/master/Data,"Multiple tissues are in the same block/slide.  For sample ""key"" see https://github.com/laurahspencer/O.lurida_Stress/blob/master/Data/2017-April-HistoKey.pdf; For gonad results see https://github.com/RobertsLab/Paper-oly-adult-oa/blob/master/Data/histology_data.csv",
20170408_oly-3_visceralmass,,oly-3,1,2,1,oly-3,4,40,whole visceral mass,O_lurida,Olympia oyster,4.8.17,Laura Spencer,Ostrea lurida ocean acidification effect on multiple Puget Sound populations,https://github.com/laurahspencer/O.lurida_Stress/tree/master/Data,"Multiple tissues are in the same block/slide.  For sample ""key"" see https://github.com/laurahspencer/O.lurida_Stress/blob/master/Data/2017-April-HistoKey.pdf; For gonad results see https://github.com/RobertsLab/Paper-oly-adult-oa/blob/master/Data/histology_data.csv",
20170408_oly-4_visceralmass,,oly-4,1,2,2,oly-4,4,41,whole visceral mass,O_lurida,Olympia oyster,4.8.17,Laura Spencer,Ostrea lurida ocean acidification effect on multiple Puget Sound populations,https://github.com/laurahspencer/O.lurida_Stress/tree/master/Data,"Multiple tissues are in the same block/slide.  For sample ""key"" see https://github.com/laurahspencer/O.lurida_Stress/blob/master/Data/2017-April-HistoKey.pdf; For gonad results see https://github.com/RobertsLab/Paper-oly-adult-oa/blob/master/Data/histology_data.csv",
